"","id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","gold","sex_c","event_gender"
"142",35691,"Thomas Flach","M",40,186,95,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Three Person Keelboat","Gold",1,-0.5,"Mixed"
"143",35893,"Guillaume Florent","M",34,189,95,"France","FRA","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  One Person Dinghy","Bronze",0,-0.5,"Mixed"
"144",35949,"Andr Florschtz","M",29,183,83,"Germany-1","GER","2006 Winter",2006,"Winter","Torino","Luge","Luge  (Men)'s Doubles","Silver",0,-0.5,"Mixed"
"145",36208,"John Robert Forbes","M",30,181,78,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Multihull","Silver",0,-0.5,"Mixed"
"146",36545,"Nina Fout","F",41,173,66,"United States","USA","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,0.5,"Mixed"
"147",36580,"William Speed Lane Fox-Pitt","M",35,196,80,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,-0.5,"Mixed"
"148",36580,"William Speed Lane Fox-Pitt","M",39,196,80,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,-0.5,"Mixed"
"149",36580,"William Speed Lane Fox-Pitt","M",43,196,80,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,-0.5,"Mixed"
"150",36763,"Tanja Chiara Frank","F",23,167,57,"Austria","AUT","2016 Summer",2016,"Summer","Rio de Janeiro","Sailing","Sailing  Multihull","Bronze",0,0.5,"Mixed"
"151",36931,"Clayton Fredericks","M",40,185,87,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,-0.5,"Mixed"
"152",36935,"Lucinda Fredericks (Murray-)","F",42,180,62,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"153",36954,"Carl Peder Fredricson","M",32,189,80,"Sweden","SWE","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Team","Silver",0,-0.5,"Mixed"
"154",36954,"Carl Peder Fredricson","M",44,189,80,"Sweden","SWE","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Individual","Silver",0,-0.5,"Mixed"
"155",37417,"Markus Fuchs","M",45,168,73,"Switzerland","SUI","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Team","Silver",0,-0.5,"Mixed"
"156",37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)","F",31,168,68,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"157",37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)","F",35,168,68,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Individual","Bronze",0,0.5,"Mixed"
"158",37646,"Philippa Rachel ""Pippa"" Funnell (Nolan-)","F",35,168,68,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"159",37719,"Barbara Fusar Poli","F",30,168,51,"Italy-1","ITA","2002 Winter",2002,"Winter","Salt Lake City","Figure Skating","Figure Skating  Ice Dancing","Bronze",0,0.5,"Mixed"
"160",37788,"Roland Gbler","M",35,182,76,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Multihull","Bronze",0,-0.5,"Mixed"
"161",37972,"Edwin Johannes ""Edward"" Gal","M",42,182,72,"Netherlands","NED","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,-0.5,"Mixed"
"162",38414,"Gao Ling","F",21,169,61,"China-2","CHN","2000 Summer",2000,"Summer","Sydney","Badminton","Badminton  Doubles","Gold",1,0.5,"Mixed"
"163",38414,"Gao Ling","F",25,169,61,"China-2","CHN","2004 Summer",2004,"Summer","Athina","Badminton","Badminton  Doubles","Gold",1,0.5,"Mixed"
"164",39377,"Natalie Geisenberger","F",26,183,76,"Germany","GER","2014 Winter",2014,"Winter","Sochi","Luge","Luge  Team Relay","Gold",1,0.5,"Mixed"
"165",39757,"Andreas Geritzer","M",26,182,82,"Austria","AUT","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  One Person Dinghy","Silver",0,-0.5,"Mixed"
"166",40289,"David James Giles","M",31,183,106,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Two Person Keelboat","Bronze",0,-0.5,"Mixed"
"167",41058,"Goh Liu Ying","F",27,166,56,"Malaysia","MAS","2016 Summer",2016,"Summer","Rio de Janeiro","Badminton","Badminton  Doubles","Silver",0,0.5,"Mixed"
"168",41104,"Grace Elizabeth ""Gracie"" Gold","F",18,165,54,"United States","USA","2014 Winter",2014,"Winter","Sochi","Figure Skating","Figure Skating  Team","Bronze",0,0.5,"Mixed"
"169",42226,"Lars Schmidt Grael","M",32,185,80,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Multihull","Bronze",0,-0.5,"Mixed"
"170",42229,"Torben Schmidt Grael","M",35,185,88,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Two Person Keelboat","Gold",1,-0.5,"Mixed"
"171",42229,"Torben Schmidt Grael","M",40,185,88,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Two Person Keelboat","Bronze",0,-0.5,"Mixed"
"172",42506,"Laura Graves","F",29,173,55,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,0.5,"Mixed"
"173",42887,"Sam Griffiths","M",44,171,73,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,-0.5,"Mixed"
"174",42981,"Mark R. Grimmette","M",27,185,90,"United States-2","USA","1998 Winter",1998,"Winter","Nagano","Luge","Luge  (Men)'s Doubles","Bronze",0,-0.5,"Mixed"
"175",42981,"Mark R. Grimmette","M",31,185,90,"United States-2","USA","2002 Winter",2002,"Winter","Salt Lake City","Luge","Luge  (Men)'s Doubles","Silver",0,-0.5,"Mixed"
"176",43004,"Sergey Mikhaylovich Grinkov","M",27,183,74,"Russia-1","RUS","1994 Winter",1994,"Winter","Lillehammer","Figure Skating","Figure Skating  Pairs","Gold",1,-0.5,"Mixed"
"177",43025,"Oksana Vladimirovna ""Pasha"" Grishchuk","F",22,164,50,"Russia-1","RUS","1994 Winter",1994,"Winter","Lillehammer","Figure Skating","Figure Skating  Ice Dancing","Gold",1,0.5,"Mixed"
"178",43025,"Oksana Vladimirovna ""Pasha"" Grishchuk","F",26,164,50,"Russia-1","RUS","1998 Winter",1998,"Winter","Nagano","Figure Skating","Figure Skating  Ice Dancing","Gold",1,0.5,"Mixed"
"179",43558,"Steve Guerdat","M",26,182,70,"Switzerland","SUI","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"180",43558,"Steve Guerdat","M",30,182,70,"Switzerland","SUI","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Jumping, Individual","Gold",1,-0.5,"Mixed"
"181",44687,"Roman Hagara","M",34,171,68,"Austria","AUT","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Multihull","Gold",1,-0.5,"Mixed"
"182",44687,"Roman Hagara","M",38,171,68,"Austria","AUT","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Multihull","Gold",1,-0.5,"Mixed"
"183",46371,"Trikus Haryanto","M",26,167,60,"Indonesia-1","INA","2000 Summer",2000,"Summer","Sydney","Badminton","Badminton  Doubles","Silver",0,-0.5,"Mixed"
"184",46413,"Oswald Haselrieder","M",34,178,71,"Italy-1","ITA","2006 Winter",2006,"Winter","Torino","Luge","Luge  (Men)'s Doubles","Bronze",0,-0.5,"Mixed"
"185",46924,"He Hanbin","M",22,180,80,"China-1","CHN","2008 Summer",2008,"Summer","Beijing","Badminton","Badminton  Doubles","Bronze",0,-0.5,"Mixed"
"186",47406,"Lars Andreas Helgstrand","M",30,183,67,"Don Schufro","DEN","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,-0.5,"Mixed"
"187",47768,"Gillian ""Jill"" Henselwood","F",45,168,56,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Silver",0,0.5,"Mixed"
"188",48283,"Carl Rupert Hester","M",45,182,86,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Team","Gold",1,-0.5,"Mixed"
"189",48283,"Carl Rupert Hester","M",49,182,86,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Dressage, Team","Silver",0,-0.5,"Mixed"
"190",48847,"Simon John Hiscocks","M",27,183,80,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Skiff","Silver",0,-0.5,"Mixed"
"191",48847,"Simon John Hiscocks","M",31,183,80,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Skiff","Bronze",0,-0.5,"Mixed"
"192",49094,"Lukas Hofer","M",24,175,62,"Italy","ITA","2014 Winter",2014,"Winter","Sochi","Biathlon","Biathlon  2 x 6 kilometres and 2 x 7.5 kilometres Relay","Bronze",0,-0.5,"Mixed"
"193",49684,"Ruslan Mykolaiovych Honcharov","M",33,185,78,"Ukraine-1","UKR","2006 Winter",2006,"Winter","Torino","Figure Skating","Figure Skating  Ice Dancing","Bronze",0,-0.5,"Mixed"
"194",50277,"Marc Francis Houtzager","M",41,192,85,"Netherlands","NED","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Jumping, Team","Silver",0,-0.5,"Mixed"
"195",50382,"Andrew James Hoy","M",37,172,63,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"196",50382,"Andrew James Hoy","M",41,172,63,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Three-Day Event, Individual","Silver",0,-0.5,"Mixed"
"197",50382,"Andrew James Hoy","M",41,172,63,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"198",50439,"Lucie Hradeck","F",31,177,72,"Czech Republic","CZE","2016 Summer",2016,"Summer","Rio de Janeiro","Tennis","Tennis  Doubles","Bronze",0,0.5,"Mixed"
"199",50501,"Olena Eduardivna Hrushyna (-Honcharova-)","F",31,168,52,"Ukraine-1","UKR","2006 Winter",2006,"Winter","Torino","Figure Skating","Figure Skating  Ice Dancing","Bronze",0,0.5,"Mixed"
"200",50717,"Norbert Huber","M",29,173,76,"Italy-2","ITA","1994 Winter",1994,"Winter","Lillehammer","Luge","Luge  (Men)'s Doubles","Silver",0,-0.5,"Mixed"
"201",50732,"Wilfried ""Willy"" Huber","M",23,172,76,"Italy-1","ITA","1994 Winter",1994,"Winter","Lillehammer","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"202",51059,"Sharon Ann Hunt","F",30,180,63,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,0.5,"Mixed"
"203",52871,"Tatyana Ivanovna Ivanova","F",22,173,70,"Russia","RUS","2014 Winter",2014,"Winter","Sochi","Luge","Luge  Team Relay","Silver",0,0.5,"Mixed"
"204",52916,"James ""Clay"" Ives","M",29,175,80,"United States-1","USA","2002 Winter",2002,"Winter","Salt Lake City","Luge","Luge  (Men)'s Doubles","Bronze",0,-0.5,"Mixed"
"205",53220,"Thomas Jacobsen","M",28,194,90,"Denmark","DEN","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Three Person Keelboat","Gold",1,-0.5,"Mixed"
"206",53376,"Bernd Jkel","M",42,179,89,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Three Person Keelboat","Gold",1,-0.5,"Mixed"
"207",53954,"Jyrki Heikki Jrvi","M",34,188,78,"Finland","FIN","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Skiff","Gold",1,-0.5,"Mixed"
"208",54157,"Vaughn Fraser Jefferis","M",35,177,70,"New Zealand","NZL","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,-0.5,"Mixed"
"209",54460,"Anne Jensen-van Olst","F",46,184,70,"Clearwater","DEN","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Dressage, Team","Bronze",0,0.5,"Mixed"
"210",54849,"Juan Antonio Jimnez Cobo","M",45,178,70,"Spain","ESP","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Dressage, Team","Silver",0,-0.5,"Mixed"
"211",55077,"Herman Horn Johannessen","M",36,174,72,"Norway","NOR","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Three Person Keelboat","Bronze",0,-0.5,"Mixed"
"212",55088,"Andr Bier Johannpeter","M",33,178,78,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"213",55088,"Andr Bier Johannpeter","M",37,178,78,"Brazil","BRA","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"214",55142,"Thomas Mark Mikael Johanson","M",31,181,75,"Finland","FIN","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Skiff","Gold",1,-0.5,"Mixed"
"215",55460,"Sonja Johnson","F",40,162,60,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"216",55705,"Megan Victoria Jones","F",31,167,60,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"217",56298,"Michael Jung","M",29,168,70,"Germany","GER","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Three-Day Event, Individual","Gold",1,-0.5,"Mixed"
"218",56298,"Michael Jung","M",29,168,70,"Germany","GER","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"219",56298,"Michael Jung","M",34,168,70,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Individual","Gold",1,-0.5,"Mixed"
"220",56298,"Michael Jung","M",34,168,70,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,-0.5,"Mixed"
"221",57357,"Chris Kappler","M",37,190,72,"United States","USA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Individual","Silver",0,-0.5,"Mixed"
"222",57357,"Chris Kappler","M",37,190,72,"United States","USA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Team","Gold",1,-0.5,"Mixed"
"223",58265,"Oksana Borisovna Kazakova","F",22,158,48,"Russia-1","RUS","1998 Winter",1998,"Winter","Nagano","Figure Skating","Figure Skating  Pairs","Gold",1,0.5,"Mixed"
"224",58624,"Heike Kemmer","F",42,172,63,"Germany","GER","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Dressage, Team","Gold",1,0.5,"Mixed"
"225",58624,"Heike Kemmer","F",46,172,63,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Dressage, Individual","Bronze",0,0.5,"Mixed"
"226",58624,"Heike Kemmer","F",46,172,63,"Bonaparte","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Dressage, Team","Gold",1,0.5,"Mixed"
"227",59848,"Kim Dong-Mun","M",20,184,74,"South Korea-1","KOR","1996 Summer",1996,"Summer","Atlanta","Badminton","Badminton  Doubles","Gold",1,-0.5,"Mixed"
"228",60670,"Ulrich Gnter Hermann ""Uli"" Kirchhoff","M",28,190,86,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Individual","Gold",1,-0.5,"Mixed"
"229",60670,"Ulrich Gnter Hermann ""Uli"" Kirchhoff","M",28,190,86,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Team","Gold",1,-0.5,"Mixed"
"230",60730,"Martin Kirketerp Ibsen","M",26,188,80,"Denmark","DEN","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Skiff","Gold",1,-0.5,"Mixed"
"231",61256,"Ingrid Klimke (-Busacker)","F",40,172,58,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,0.5,"Mixed"
"232",61256,"Ingrid Klimke (-Busacker)","F",44,172,58,"Germany","GER","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,0.5,"Mixed"
"233",61256,"Ingrid Klimke (-Busacker)","F",48,172,58,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"234",63132,"Roman Sergeyevich Kostomarov","M",29,183,79,"Russia-1","RUS","2006 Winter",2006,"Winter","Torino","Figure Skating","Figure Skating  Ice Dancing","Gold",1,-0.5,"Mixed"
"235",63681,"Julia Krajewski","F",27,168,65,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"236",63859,"Stefan Kraue","M",26,186,90,"Germany-1","GER","1994 Winter",1994,"Winter","Lillehammer","Luge","Luge  (Men)'s Doubles","Bronze",0,-0.5,"Mixed"
"237",63859,"Stefan Kraue","M",30,186,90,"Germany-1","GER","1998 Winter",1998,"Winter","Nagano","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"238",63868,"Laura Kraut (Kent-)","F",42,168,58,"United States","USA","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Gold",1,0.5,"Mixed"
"239",64430,"Anzhelika Alekseyevna Krylova","F",24,171,56,"Russia-2","RUS","1998 Winter",1998,"Winter","Nagano","Figure Skating","Figure Skating  Ice Dancing","Silver",0,0.5,"Mixed"
"240",65188,"Anne Kindig Kursinski","F",37,168,56,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Team","Silver",0,0.5,"Mixed"
"241",65287,"Marco Kutscher","M",29,187,75,"Germany","GER","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Individual","Bronze",0,-0.5,"Mixed"
"242",65287,"Marco Kutscher","M",29,187,75,"Germany","GER","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,-0.5,"Mixed"
"243",65878,"Karim Florent Laghouag","M",40,177,70,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"244",66123,"Eric Lamaze","M",40,170,65,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Individual","Gold",1,-0.5,"Mixed"
"245",66123,"Eric Lamaze","M",40,170,65,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Silver",0,-0.5,"Mixed"
"246",66123,"Eric Lamaze","M",48,170,65,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Individual","Bronze",0,-0.5,"Mixed"
"247",66300,"Andrew Landenberger","M",29,182,73,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Multihull","Silver",0,-0.5,"Mixed"
"248",66437,"Santiago Ral Lange Roberti","M",42,184,73,"Argentina","ARG","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Multihull","Bronze",0,-0.5,"Mixed"
"249",66437,"Santiago Ral Lange Roberti","M",46,184,73,"Argentina","ARG","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Multihull","Bronze",0,-0.5,"Mixed"
"250",66437,"Santiago Ral Lange Roberti","M",54,184,73,"Argentina","ARG","2016 Summer",2016,"Summer","Rio de Janeiro","Sailing","Sailing  Multihull","Gold",1,-0.5,"Mixed"
"251",66444,"Helen Langehanenberg","F",30,164,48,"Germany","GER","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Team","Silver",0,0.5,"Mixed"
"252",67283,"Leslie Francis Law","M",35,183,74,"Great Britain","GBR","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,-0.5,"Mixed"
"253",67283,"Leslie Francis Law","M",39,183,74,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Individual","Gold",1,-0.5,"Mixed"
"254",67283,"Leslie Francis Law","M",39,183,74,"Great Britain","GBR","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,-0.5,"Mixed"
"255",67749,"Alexandra Ledermann","F",27,171,57,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Individual","Bronze",0,0.5,"Mixed"
"256",67958,"Lee Hyo-Jeong","F",27,181,74,"South Korea-1","KOR","2008 Summer",2008,"Summer","Beijing","Badminton","Badminton  Doubles","Gold",1,0.5,"Mixed"
"257",68209,"Lee Yong-Dae","M",19,180,74,"South Korea-1","KOR","2008 Summer",2008,"Summer","Beijing","Badminton","Badminton  Doubles","Gold",1,-0.5,"Mixed"
"258",68551,"Patric-Fritz Leitner","M",24,189,88,"Germany-2","GER","2002 Winter",2002,"Winter","Salt Lake City","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"259",68551,"Patric-Fritz Leitner","M",32,189,88,"Germany-2","GER","2010 Winter",2010,"Winter","Vancouver","Luge","Luge  (Men)'s Doubles","Bronze",0,-0.5,"Mixed"
"260",68658,"Mathieu Lemoine","M",32,176,70,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"261",68693,"Karen Lende O'Connor","F",38,168,55,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Three-Day Event, Team","Silver",0,0.5,"Mixed"
"262",68693,"Karen Lende O'Connor","F",42,168,55,"United States","USA","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Three-Day Event, Team","Bronze",0,0.5,"Mixed"
"263",68766,"Fernando Lon Boissier","M",30,180,72,"Spain","ESP","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Multihull","Gold",1,-0.5,"Mixed"
"264",68794,"Heorhiy Ihorovych Leonchuk","M",30,193,82,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Skiff","Silver",0,-0.5,"Mixed"
"265",68878,"Pnlope Leprvost","F",36,175,55,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Team","Gold",1,0.5,"Mixed"
"266",69734,"Christina Liebherr","F",29,171,60,"Switzerland","SUI","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Bronze",0,0.5,"Mixed"
"267",69865,"Magnus Liljedahl","M",46,187,113,"United States","USA","2000 Summer",2000,"Summer","Sydney","Sailing","Sailing  Two Person Keelboat","Gold",1,-0.5,"Mixed"
"268",70312,"Andreas Linger","M",24,184,85,"Austria-1","AUT","2006 Winter",2006,"Winter","Torino","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"269",70312,"Andreas Linger","M",28,184,85,"Austria-1","AUT","2010 Winter",2010,"Winter","Vancouver","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"270",70312,"Andreas Linger","M",32,184,85,"Austria-1","AUT","2014 Winter",2014,"Winter","Sochi","Luge","Luge  (Men)'s Doubles","Silver",0,-0.5,"Mixed"
"271",70313,"Wolfgang Linger","M",23,177,75,"Austria-1","AUT","2006 Winter",2006,"Winter","Torino","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"272",70313,"Wolfgang Linger","M",27,177,75,"Austria-1","AUT","2010 Winter",2010,"Winter","Vancouver","Luge","Luge  (Men)'s Doubles","Gold",1,-0.5,"Mixed"
"273",70313,"Wolfgang Linger","M",31,177,75,"Austria-1","AUT","2014 Winter",2014,"Winter","Sochi","Luge","Luge  (Men)'s Doubles","Silver",0,-0.5,"Mixed"
"274",70595,"Liu Jianjun","M",27,179,68,"China-2","CHN","1996 Summer",1996,"Summer","Atlanta","Badminton","Badminton  Doubles","Bronze",0,-0.5,"Mixed"
"275",70902,"Irina Viktorovna Lobacheva (-Averbukh)","F",28,165,46,"Russia-1","RUS","2002 Winter",2002,"Winter","Salt Lake City","Figure Skating","Figure Skating  Ice Dancing","Silver",0,0.5,"Mixed"
"276",70950,"Felix Loch","M",24,190,90,"Germany","GER","2014 Winter",2014,"Winter","Sochi","Luge","Luge  Team Relay","Gold",1,-0.5,"Mixed"
"277",71085,"Bobby Roy Lohse","M",38,198,125,"Sweden","SWE","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Two Person Keelboat","Silver",0,-0.5,"Mixed"
"278",71744,"John Clay Lovell, III","M",36,170,77,"United States","USA","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Multihull","Silver",0,-0.5,"Mixed"
"279",72164,"Rodion Mykhailovych Luka","M",31,170,63,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Skiff","Silver",0,-0.5,"Mixed"
"280",72592,"Cdric Vincent Simon Lyard","M",32,172,66,"France","FRA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Three-Day Event, Team","Gold",1,-0.5,"Mixed"
"281",72726,"Ma Jin","F",24,167,58,"China-2","CHN","2012 Summer",2012,"Summer","London","Badminton","Badminton  Doubles","Silver",0,0.5,"Mixed"
"282",73175,"Elizabeth ""Beezie"" Madden (Patton-)","F",40,168,63,"United States","USA","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Team","Gold",1,0.5,"Mixed"
"283",73175,"Elizabeth ""Beezie"" Madden (Patton-)","F",44,168,63,"United States","USA","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Individual","Bronze",0,0.5,"Mixed"
"284",73175,"Elizabeth ""Beezie"" Madden (Patton-)","F",44,168,63,"United States","USA","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Gold",1,0.5,"Mixed"
"285",73175,"Elizabeth ""Beezie"" Madden (Patton-)","F",52,168,63,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Team","Silver",0,0.5,"Mixed"
