"","id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","gold","sex_c","event_gender"
"808","8936","Rvn Bayramov","M",21,160,59,"Azerbaijan","AZE","2008 Summer",2008,"Summer","Beijing","Wrestling","Wrestling  Featherweight, Greco-Roman","Silver","0",-0.5,"Men's"
"809","8936","Rvn Bayramov","M",25,160,59,"Azerbaijan","AZE","2012 Summer",2012,"Summer","London","Wrestling","Wrestling  Featherweight, Greco-Roman","Silver","0",-0.5,"Men's"
"810","8938","Islam Ilyasovich Bayramukov","M",29,186,97,"Kazakhstan","KAZ","2000 Summer",2000,"Summer","Sydney","Wrestling","Wrestling  Heavyweight, Freestyle","Silver","0",-0.5,"Men's"
"811","8967","Svetlana Valeryevna Bazhanova","F",21,175,70,"Russia","RUS","1994 Winter",1994,"Winter","Lillehammer","Speed Skating","Speed Skating  3,000 metres","Gold","1",0.5,"Women's"
"812","9003","Sebastian Bea","M",23,198,89,"United States","USA","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing  Coxless Pairs","Silver","0",-0.5,"Men's"
"813","9013","Gemma Beadsworth","F",21,180,78,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Water Polo","Water Polo  Water Polo","Bronze","0",0.5,"Women's"
"814","9013","Gemma Beadsworth","F",25,180,78,"Australia","AUS","2012 Summer",2012,"Summer","London","Water Polo","Water Polo  Water Polo","Bronze","0",0.5,"Women's"
"815","9034","Amanda Ray Beard (-Brown)","F",14,173,59,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming  100 metres Breaststroke","Silver","0",0.5,"Women's"
"816","9034","Amanda Ray Beard (-Brown)","F",14,173,59,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming  200 metres Breaststroke","Silver","0",0.5,"Women's"
"817","9034","Amanda Ray Beard (-Brown)","F",14,173,59,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming  4 x 100 metres Medley Relay","Gold","1",0.5,"Women's"
"818","9034","Amanda Ray Beard (-Brown)","F",18,173,59,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  200 metres Breaststroke","Bronze","0",0.5,"Women's"
"819","9034","Amanda Ray Beard (-Brown)","F",22,173,59,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming  200 metres Breaststroke","Gold","1",0.5,"Women's"
"820","9034","Amanda Ray Beard (-Brown)","F",22,173,59,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming  200 metres Individual Medley","Silver","0",0.5,"Women's"
"821","9034","Amanda Ray Beard (-Brown)","F",22,173,59,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming  4 x 100 metres Medley Relay","Silver","0",0.5,"Women's"
"822","9040","Jonathan ""Jon"" Beare","M",34,185,75,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing  Lightweight Coxless Fours","Bronze","0",-0.5,"Men's"
"823","9041","Colin Kenneth Beashel","M",36,181,87,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  Two Person Keelboat","Bronze","0",-0.5,"Mixed"
"824","9058","Ronald Layne Beaubien","M",32,198,100,"United States","USA","2008 Summer",2008,"Summer","Beijing","Water Polo","Water Polo  Water Polo","Silver","0",-0.5,"Men's"
"825","9067","Clment Beaud","M",19,184,81,"Cameroon","CMR","2000 Summer",2000,"Summer","Sydney","Football","Football  Football","Gold","1",-0.5,"Men's"
"826","9086","Lyne Beaumont","F",22,170,56,"Canada","CAN","2000 Summer",2000,"Summer","Sydney","Synchronized Swimming","Synchronized Swimming  Team","Bronze","0",0.5,"Women's"
"827","9089","Maxime Eugne Ren Beaumont","M",34,191,94,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing  Kayak Singles, 200 metres","Silver","0",-0.5,"Men's"
"828","9093","Robin Mary Beauregard","F",21,175,81,"United States","USA","2000 Summer",2000,"Summer","Sydney","Water Polo","Water Polo  Water Polo","Silver","0",0.5,"Women's"
"829","9093","Robin Mary Beauregard","F",25,175,81,"United States","USA","2004 Summer",2004,"Summer","Athina","Water Polo","Water Polo  Water Polo","Bronze","0",0.5,"Women's"
"830","9107","Jos Roberto ""Bebeto"" Gama de Oliveira","M",32,177,69,"Brazil","BRA","1996 Summer",1996,"Summer","Atlanta","Football","Football  Football","Bronze","0",-0.5,"Men's"
"831","9111","Anna Rose Bebington-Watkins","F",25,183,78,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing  Double Sculls","Bronze","0",0.5,"Women's"
"832","9111","Anna Rose Bebington-Watkins","F",29,183,78,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Rowing","Rowing  Double Sculls","Gold","1",0.5,"Women's"
"833","9118","Sylvie Becaert","F",30,166,54,"France","FRA","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon  4 x 6 kilometres Relay","Bronze","0",0.5,"Women's"
"834","9118","Sylvie Becaert","F",34,166,54,"France","FRA","2010 Winter",2010,"Winter","Vancouver","Biathlon","Biathlon  4 x 6 kilometres Relay","Silver","0",0.5,"Women's"
"835","9142","Kelly Bchard","F",24,175,66,"Canada","CAN","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey  Ice Hockey","Gold","1",0.5,"Women's"
"836","9152","Christoph Bechmann","M",32,190,88,"Germany","GER","2004 Summer",2004,"Summer","Athina","Hockey","Hockey  Hockey","Bronze","0",-0.5,"Men's"
"837","9154","Laura Bechtolsheimer (-Tomlinson)","F",27,169,56,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Individual","Bronze","0",0.5,"Mixed"
"838","9154","Laura Bechtolsheimer (-Tomlinson)","F",27,169,56,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Equestrianism","Equestrianism  Dressage, Team","Gold","1",0.5,"Mixed"
"839","9181","Nicole Elise Beck","F",28,168,66,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Rugby Sevens","Rugby Sevens  Rugby Sevens","Gold","1",0.5,"Women's"
"840","9190","Daniel Becke","M",22,187,76,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling  Team Pursuit, 4,000 metres","Gold","1",-0.5,"Men's"
"841","9209","Marcus Becker","M",22,180,72,"Germany-1","GER","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing  Canadian Doubles, Slalom","Silver","0",-0.5,"Men's"
"842","9213","Otto Becker","M",41,182,78,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Team","Gold","1",-0.5,"Mixed"
"843","9213","Otto Becker","M",45,182,78,"Germany","GER","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Team","Bronze","0",-0.5,"Mixed"
"844","9219","Thomas Becker","M",29,192,85,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Canoeing","Canoeing  Kayak Singles, Slalom","Bronze","0",-0.5,"Men's"
"845","9224","Courtenay Compton Becker-Dey","F",31,173,65,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Sailing","Sailing  One Person Dinghy","Bronze","0",0.5,"Women's"
"846","9231","Stephanie Beckert","F",21,172,73,"Germany","GER","2010 Winter",2010,"Winter","Vancouver","Speed Skating","Speed Skating  3,000 metres","Silver","0",0.5,"Women's"
"847","9231","Stephanie Beckert","F",21,172,73,"Germany","GER","2010 Winter",2010,"Winter","Vancouver","Speed Skating","Speed Skating  5,000 metres","Silver","0",0.5,"Women's"
"848","9231","Stephanie Beckert","F",21,172,73,"Germany","GER","2010 Winter",2010,"Winter","Vancouver","Speed Skating","Speed Skating  Team Pursuit (6 laps)","Gold","1",0.5,"Women's"
"849","9237","James Charles Beckford","M",21,178,78,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics  Long Jump","Silver","0",-0.5,"Men's"
"850","9239","Janine Elizabeth Beckie","F",21,173,63,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football  Football","Bronze","0",0.5,"Women's"
"851","9259","Violeta Beclea-Szekely","F",35,169,52,"Romania","ROU","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics  1,500 metres","Silver","0",0.5,"Women's"
"852","9276","ric Bdard","M",21,173,77,"Canada","CAN","1998 Winter",1998,"Winter","Nagano","Short Track Speed Skating","Short Track Speed Skating  1,000 metres","Bronze","0",-0.5,"Men's"
"853","9276","ric Bdard","M",21,173,77,"Canada","CAN","1998 Winter",1998,"Winter","Nagano","Short Track Speed Skating","Short Track Speed Skating  5,000 metres Relay","Gold","1",-0.5,"Men's"
"854","9276","ric Bdard","M",25,173,77,"Canada","CAN","2002 Winter",2002,"Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating  5,000 metres Relay","Gold","1",-0.5,"Men's"
"855","9276","ric Bdard","M",29,173,77,"Canada","CAN","2006 Winter",2006,"Winter","Torino","Short Track Speed Skating","Short Track Speed Skating  5,000 metres Relay","Silver","0",-0.5,"Men's"
"856","9278","Myriam Bdard","F",24,161,54,"Canada","CAN","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon  7.5 kilometres Sprint","Gold","1",0.5,"Women's"
"857","9278","Myriam Bdard","F",24,161,54,"Canada","CAN","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon  15 kilometres","Gold","1",0.5,"Women's"
"858","9291","Barbara Jane ""B. J."" Bedford (-Miller)","F",27,172,61,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  4 x 100 metres Medley Relay","Gold","1",0.5,"Women's"
"859","9307","gatha Bednarczuk Rippel","F",33,182,70,"Brazil-1","BRA","2016 Summer",2016,"Summer","Rio de Janeiro","Beach Volleyball","Beach Volleyball  Beach Volleyball","Silver","0",0.5,"Women's"
"860","9334","Binia Beeli (-Feltscher)","F",27,175,62,"Switzerland","SUI","2006 Winter",2006,"Winter","Torino","Curling","Curling  Curling","Silver","0",0.5,"Women's"
"861","9349","Ludger Beerbaum","M",32,190,85,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Equestrianism","Equestrianism  Jumping, Team","Gold","1",-0.5,"Mixed"
"862","9349","Ludger Beerbaum","M",37,190,85,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Equestrianism","Equestrianism  Jumping, Team","Gold","1",-0.5,"Mixed"
"863","9349","Ludger Beerbaum","M",52,190,85,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Jumping, Team","Bronze","0",-0.5,"Mixed"
"864","9355","Daniel ""Dan"" Beery","M",29,200,97,"United States","USA","2004 Summer",2004,"Summer","Athina","Rowing","Rowing  Coxed Eights","Gold","1",-0.5,"Men's"
"865","9366","Kanatbek Kubatovich ""Kanat"" Begaliyev","M",24,168,66,"Kyrgyzstan","KGZ","2008 Summer",2008,"Summer","Beijing","Wrestling","Wrestling  Welterweight, Greco-Roman","Silver","0",-0.5,"Men's"
"866","9371","Dale Begg-Smith","M",21,186,84,"Australia","AUS","2006 Winter",2006,"Winter","Torino","Freestyle Skiing","Freestyle Skiing  Moguls","Gold","1",-0.5,"Men's"
"867","9371","Dale Begg-Smith","M",25,186,84,"Australia","AUS","2010 Winter",2010,"Winter","Vancouver","Freestyle Skiing","Freestyle Skiing  Moguls","Silver","0",-0.5,"Men's"
"868","9394","Adriana Brando Behar","F",31,180,64,"Brazil-1","BRA","2000 Summer",2000,"Summer","Sydney","Beach Volleyball","Beach Volleyball  Beach Volleyball","Silver","0",0.5,"Women's"
"869","9394","Adriana Brando Behar","F",35,180,64,"Brazil-1","BRA","2004 Summer",2004,"Summer","Athina","Beach Volleyball","Beach Volleyball  Beach Volleyball","Silver","0",0.5,"Women's"
"870","9399","Petra Behle-Schaaf","F",25,177,67,"Germany","GER","1994 Winter",1994,"Winter","Lillehammer","Biathlon","Biathlon  4 x 7.5 kilometres Relay","Silver","0",0.5,"Women's"
"871","9399","Petra Behle-Schaaf","F",29,177,67,"Germany","GER","1998 Winter",1998,"Winter","Nagano","Biathlon","Biathlon  4 x 7.5 kilometres Relay","Gold","1",0.5,"Women's"
"872","9420","Jan Behrendt","M",26,169,70,"Germany-1","GER","1994 Winter",1994,"Winter","Lillehammer","Luge","Luge  (Men)'s Doubles","Bronze","0",-0.5,"Mixed"
"873","9420","Jan Behrendt","M",30,169,70,"Germany-1","GER","1998 Winter",1998,"Winter","Nagano","Luge","Luge  (Men)'s Doubles","Gold","1",-0.5,"Mixed"
"874","9432","Genevieve ""Gen"" Behrent","F",25,183,73,"New Zealand","NZL","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing  Coxless Pairs","Silver","0",0.5,"Women's"
"875","9434","Melanie Behringer","F",22,172,71,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Football","Football  Football","Bronze","0",0.5,"Women's"
"876","9434","Melanie Behringer","F",30,172,71,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football  Football","Gold","1",0.5,"Women's"
"877","9444","Milad Beigi Hareqani","M",25,197,80,"Azerbaijan","AZE","2016 Summer",2016,"Summer","Rio de Janeiro","Taekwondo","Taekwondo  Welterweight","Bronze","0",-0.5,"Men's"
"878","9450","Clmence Beikes","F",28,180,71,"France","FRA","2012 Summer",2012,"Summer","London","Basketball","Basketball  Basketball","Silver","0",0.5,"Women's"
"879","9460","Elizabeth Lyon Beisel","F",19,168,68,"United States","USA","2012 Summer",2012,"Summer","London","Swimming","Swimming  200 metres Backstroke","Bronze","0",0.5,"Women's"
"880","9460","Elizabeth Lyon Beisel","F",19,168,68,"United States","USA","2012 Summer",2012,"Summer","London","Swimming","Swimming  400 metres Individual Medley","Silver","0",0.5,"Women's"
"881","9464","Ruth Beita Vila","F",37,191,72,"Spain","ESP","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics  High Jump","Gold","1",0.5,"Women's"
"882","9468","Cristian Bejarano Bentez","M",19,170,60,"Mexico","MEX","2000 Summer",2000,"Summer","Sydney","Boxing","Boxing  Lightweight","Bronze","0",-0.5,"Men's"
"883","9479","Sofia Bekatorou (-Kosmatopoulos)","F",26,172,62,"Greece","GRE","2004 Summer",2004,"Summer","Athina","Sailing","Sailing  Two Person Dinghy","Gold","1",0.5,"Women's"
"884","9479","Sofia Bekatorou (-Kosmatopoulos)","F",30,172,62,"Greece","GRE","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Three Person Keelboat","Bronze","0",0.5,"Women's"
"885","9487","Kenenisa Bekele Beyecha","M",22,165,56,"Ethiopia","ETH","2004 Summer",2004,"Summer","Athina","Athletics","Athletics  5,000 metres","Silver","0",-0.5,"Men's"
"886","9487","Kenenisa Bekele Beyecha","M",22,165,56,"Ethiopia","ETH","2004 Summer",2004,"Summer","Athina","Athletics","Athletics  10,000 metres","Gold","1",-0.5,"Men's"
"887","9487","Kenenisa Bekele Beyecha","M",26,165,56,"Ethiopia","ETH","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics  5,000 metres","Gold","1",-0.5,"Men's"
"888","9487","Kenenisa Bekele Beyecha","M",26,165,56,"Ethiopia","ETH","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics  10,000 metres","Gold","1",-0.5,"Men's"
"889","9490","Tariku Bekele Beyecha","M",25,173,65,"Ethiopia","ETH","2012 Summer",2012,"Summer","London","Athletics","Athletics  10,000 metres","Bronze","0",-0.5,"Men's"
"890","9495","Aleksandr Vladimirovich Beketov","M",26,182,75,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Fencing","Fencing  epee, Individual","Gold","1",-0.5,"Men's"
"891","9495","Aleksandr Vladimirovich Beketov","M",26,182,75,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Fencing","Fencing  epee, Team","Silver","0",-0.5,"Men's"
"892","9502","Fredrik Raaen Bekken","M",25,183,84,"Norway","NOR","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing  Double Sculls","Silver","0",-0.5,"Men's"
"893","9509","Kristin Bekkevold","F",23,173,64,"Norway","NOR","2000 Summer",2000,"Summer","Sydney","Football","Football  Football","Gold","1",0.5,"Women's"
"894","9541","Tatyana Valeryevna Belan","F",17,165,43,"Belarus","BLR","2000 Summer",2000,"Summer","Sydney","Rhythmic Gymnastics","Rhythmic Gymnastics  Group","Silver","0",0.5,"Women's"
"895","9546","Jose Blanger","F",30,163,63,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football  Football","Bronze","0",0.5,"Women's"
"896","9554","Jon Belaustegui Ruano","M",29,195,100,"Spain","ESP","2008 Summer",2008,"Summer","Beijing","Handball","Handball  Handball","Bronze","0",-0.5,"Men's"
"897","9561","Tanith Jessica Louise Belbin","F",21,167,52,"United States-1","USA","2006 Winter",2006,"Winter","Torino","Figure Skating","Figure Skating  Ice Dancing","Silver","0",0.5,"Mixed"
"898","9567","Mathew Belcher","M",29,173,62,"Australia","AUS","2012 Summer",2012,"Summer","London","Sailing","Sailing  Two Person Dinghy","Gold","1",-0.5,"Men's"
"899","9567","Mathew Belcher","M",33,173,62,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Sailing","Sailing  Two Person Dinghy","Silver","0",-0.5,"Men's"
"900","9573","Claudia Renate Belderbos","F",27,175,72,"Netherlands","NED","2012 Summer",2012,"Summer","London","Rowing","Rowing  Coxed Eights","Bronze","0",0.5,"Women's"
"901","9577","Zhan Vensanovych Beleniuk","M",25,178,85,"Ukraine","UKR","2016 Summer",2016,"Summer","Rio de Janeiro","Wrestling","Wrestling  Light-Heavyweight, Greco-Roman","Silver","0",-0.5,"Men's"
"902","9601","Anastasiya Aleksandrovna Belikova","F",21,177,55,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Volleyball","Volleyball  Volleyball","Silver","0",0.5,"Women's"
"903","9625","Alexei Bell Quintero","M",24,176,87,"Cuba","CUB","2008 Summer",2008,"Summer","Beijing","Baseball","Baseball  Baseball","Silver","0",-0.5,"Men's"
"904","9654","Regla Maritza Bell McKenzie","F",26,180,73,"Cuba","CUB","1996 Summer",1996,"Summer","Atlanta","Volleyball","Volleyball  Volleyball","Gold","1",0.5,"Women's"
"905","9654","Regla Maritza Bell McKenzie","F",30,180,73,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Volleyball","Volleyball  Volleyball","Gold","1",0.5,"Women's"
"906","9655","Robin ""Rob"" Bell","M",30,193,87,"Australia","AUS","2008 Summer",2008,"Summer","Beijing","Canoeing","Canoeing  Canadian Singles, Slalom","Bronze","0",-0.5,"Men's"
"907","9657","Teresa A. Bell (Zarzeczny-)","F",29,178,59,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing  Lightweight Double Sculls","Silver","0",0.5,"Women's"
"908","9669","Kacey Lee Bellamy","F",22,170,66,"United States","USA","2010 Winter",2010,"Winter","Vancouver","Ice Hockey","Ice Hockey  Ice Hockey","Silver","0",0.5,"Women's"
"909","9669","Kacey Lee Bellamy","F",26,170,66,"United States","USA","2014 Winter",2014,"Winter","Sochi","Ice Hockey","Ice Hockey  Ice Hockey","Silver","0",0.5,"Women's"
"910","9739","Antonella Bellutti","F",27,180,73,"Italy","ITA","1996 Summer",1996,"Summer","Atlanta","Cycling","Cycling  Individual Pursuit, 3,000 metres","Gold","1",0.5,"Women's"
"911","9739","Antonella Bellutti","F",31,180,73,"Italy","ITA","2000 Summer",2000,"Summer","Sydney","Cycling","Cycling  Points Race","Gold","1",0.5,"Women's"
"912","9747","Stefania Belmondo","F",25,158,45,"Italy","ITA","1994 Winter",1994,"Winter","Lillehammer","Cross Country Skiing","Cross Country Skiing  5/10 kilometres Pursuit","Bronze","0",0.5,"Women's"
"913","9747","Stefania Belmondo","F",25,158,45,"Italy","ITA","1994 Winter",1994,"Winter","Lillehammer","Cross Country Skiing","Cross Country Skiing  4 x 5 kilometres Relay","Bronze","0",0.5,"Women's"
"914","9747","Stefania Belmondo","F",29,158,45,"Italy","ITA","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing  30 kilometres","Silver","0",0.5,"Women's"
"915","9747","Stefania Belmondo","F",29,158,45,"Italy","ITA","1998 Winter",1998,"Winter","Nagano","Cross Country Skiing","Cross Country Skiing  4 x 5 kilometres Relay","Bronze","0",0.5,"Women's"
"916","9747","Stefania Belmondo","F",33,158,45,"Italy","ITA","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing  10 kilometres","Bronze","0",0.5,"Women's"
"917","9747","Stefania Belmondo","F",33,158,45,"Italy","ITA","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing  15 kilometres","Gold","1",0.5,"Women's"
"918","9747","Stefania Belmondo","F",33,158,45,"Italy","ITA","2002 Winter",2002,"Winter","Salt Lake City","Cross Country Skiing","Cross Country Skiing  30 kilometres","Silver","0",0.5,"Women's"
"919","9750","Mireia Belmonte Garca","F",21,170,59,"Spain","ESP","2012 Summer",2012,"Summer","London","Swimming","Swimming  800 metres Freestyle","Silver","0",0.5,"Women's"
"920","9750","Mireia Belmonte Garca","F",21,170,59,"Spain","ESP","2012 Summer",2012,"Summer","London","Swimming","Swimming  200 metres Butterfly","Silver","0",0.5,"Women's"
"921","9750","Mireia Belmonte Garca","F",25,170,59,"Spain","ESP","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming  200 metres Butterfly","Gold","1",0.5,"Women's"
"922","9750","Mireia Belmonte Garca","F",25,170,59,"Spain","ESP","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming  400 metres Individual Medley","Bronze","0",0.5,"Women's"
"923","9764","Alexander Belonogoff","M",26,187,90,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Rowing","Rowing  Quadruple Sculls","Silver","0",-0.5,"Men's"
"924","9787","Irina Olegovna Belova","F",19,175,52,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Rhythmic Gymnastics","Rhythmic Gymnastics  Group","Gold","1",0.5,"Women's"
"925","9790","Olga Konstantinovna Belova-Gorbunova","F",22,169,60,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Water Polo","Water Polo  Water Polo","Bronze","0",0.5,"Women's"
"926","9803","Daima Mayelis Beltrn Guisado","F",28,182,104,"Cuba","CUB","2000 Summer",2000,"Summer","Sydney","Judo","Judo  Heavyweight","Silver","0",0.5,"Women's"
"927","9803","Daima Mayelis Beltrn Guisado","F",31,182,104,"Cuba","CUB","2004 Summer",2004,"Summer","Athina","Judo","Judo  Heavyweight","Silver","0",0.5,"Women's"
"928","9811","Olesya Vladimirovna Belugina","F",20,175,53,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Rhythmic Gymnastics","Rhythmic Gymnastics  Group","Gold","1",0.5,"Women's"
"929","9823","Anastasiya Yevgenyevna Belyakova","F",23,173,60,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Boxing","Boxing  Lightweight","Bronze","0",0.5,"Women's"
"930","9829","David Sagitovich Belyavsky","M",24,165,55,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics  Team All-Around","Silver","0",-0.5,"Men's"
"931","9829","David Sagitovich Belyavsky","M",24,165,55,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Gymnastics","Gymnastics  Parallel Bars","Bronze","0",-0.5,"Men's"
"932","9864","Larbi Ben Boudaoud","M",26,170,66,"France","FRA","2000 Summer",2000,"Summer","Sydney","Judo","Judo  Half-Lightweight","Silver","0",-0.5,"Men's"
"933","9973","Fabio Bencivenga","M",20,201,97,"Italy","ITA","1996 Summer",1996,"Summer","Atlanta","Water Polo","Water Polo  Water Polo","Bronze","0",-0.5,"Men's"
"934","9990","Lars Bender","M",27,184,80,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football  Football","Silver","0",-0.5,"Men's"
"935","9991","Sven Bender","M",27,185,80,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football  Football","Silver","0",-0.5,"Men's"
"936","10013","Tibor Benedek","M",28,190,96,"Hungary","HUN","2000 Summer",2000,"Summer","Sydney","Water Polo","Water Polo  Water Polo","Gold","1",-0.5,"Men's"
"937","10013","Tibor Benedek","M",32,190,96,"Hungary","HUN","2004 Summer",2004,"Summer","Athina","Water Polo","Water Polo  Water Polo","Gold","1",-0.5,"Men's"
"938","10013","Tibor Benedek","M",36,190,96,"Hungary","HUN","2008 Summer",2008,"Summer","Beijing","Water Polo","Water Polo  Water Polo","Gold","1",-0.5,"Men's"
"939","10033","Andrea Benelli","M",36,173,80,"Italy","ITA","1996 Summer",1996,"Summer","Atlanta","Shooting","Shooting  Skeet","Bronze","0",-0.5,"Men's"
"940","10033","Andrea Benelli","M",44,173,80,"Italy","ITA","2004 Summer",2004,"Summer","Athina","Shooting","Shooting  Skeet","Gold","1",-0.5,"Men's"
"941","10048","Meaghan Benfeito","F",23,155,48,"Canada","CAN","2012 Summer",2012,"Summer","London","Diving","Diving  Synchronized Platform","Bronze","0",0.5,"Women's"
"942","10048","Meaghan Benfeito","F",27,155,48,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Diving","Diving  Platform","Bronze","0",0.5,"Women's"
"943","10048","Meaghan Benfeito","F",27,155,48,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Diving","Diving  Synchronized Platform","Bronze","0",0.5,"Women's"
"944","10085","Rolf-Gran Bengtsson","M",42,171,67,"Sweden","SWE","2004 Summer",2004,"Summer","Athina","Equestrianism","Equestrianism  Jumping, Team","Silver","0",-0.5,"Mixed"
"945","10085","Rolf-Gran Bengtsson","M",46,171,67,"Sweden","SWE","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Individual","Silver","0",-0.5,"Mixed"
"946","10098","Hasna Benhassi","F",26,166,47,"Morocco","MAR","2004 Summer",2004,"Summer","Athina","Athletics","Athletics  800 metres","Silver","0",0.5,"Women's"
"947","10098","Hasna Benhassi","F",30,166,47,"Morocco","MAR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics  800 metres","Bronze","0",0.5,"Women's"
"948","10105","Amar Benikhlef","M",26,186,90,"Algeria","ALG","2008 Summer",2008,"Summer","Beijing","Judo","Judo  Middleweight","Silver","0",-0.5,"Men's"
"949","10121","Pedro Juan Bentez Domnguez","M",23,190,80,"Paraguay","PAR","2004 Summer",2004,"Summer","Athina","Football","Football  Football","Silver","0",-0.5,"Men's"
"950","10136","Lindsay Dianne Benko (-Mintenko)","F",23,185,74,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  4 x 200 metres Freestyle Relay","Gold","1",0.5,"Women's"
"951","10136","Lindsay Dianne Benko (-Mintenko)","F",27,185,74,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming  4 x 100 metres Freestyle Relay","Silver","0",0.5,"Women's"
"952","10136","Lindsay Dianne Benko (-Mintenko)","F",27,185,74,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming  4 x 200 metres Freestyle Relay","Gold","1",0.5,"Women's"
"953","10140","Brittany ""Britt"" Benn","F",27,165,68,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Rugby Sevens","Rugby Sevens  Rugby Sevens","Bronze","0",0.5,"Women's"
"954","10142","James Randolph ""Jamie"" Benn","M",24,189,94,"Canada","CAN","2014 Winter",2014,"Winter","Sochi","Ice Hockey","Ice Hockey  Ice Hockey","Gold","1",-0.5,"Men's"
